Month;WeekOfMonth;DayOfWeek;AccidentArea;DayOfWeekClaimed;MonthClaimed;WeekOfMonthClaimed;PolicyNumber;Fault;RepNumber;Days_Policy_Accident;Days_Policy_Claim;PoliceReportFiled;WitnessPresent;NumberOfSuppliments;AddressChange_Claim;Year;FraudFound_P;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy
Jan;4;Sunday;Urban;Monday;Jan;4;11415;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1994;0;Mazda;Male;Single;31;Sport;30000 to 39000;400;1;more than 4;6 years;External;1 vehicle;Liability
Mar;4;Monday;Urban;Tuesday;Mar;4;37109;Third Party;6;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;66;Sedan;30000 to 39000;400;4;none;more than 7;External;1 vehicle;All Perils
Nov;1;Tuesday;Urban;Tuesday;Nov;2;24105;Third Party;10;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;57;Sedan;more than 69000;400;4;1;7 years;External;1 vehicle;Collision
Feb;1;Monday;Urban;Wednesday;Feb;3;40444;Third Party;15;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Married;51;Sedan;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;Collision
Feb;4;Thursday;Urban;Friday;Mar;1;21533;Third Party;1;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;0;Sedan;more than 69000;400;1;2 to 4;new;External;1 vehicle;All Perils
May;3;Tuesday;Urban;Tuesday;May;3;7105;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1994;0;Mazda;Male;Married;27;Sedan;20000 to 29000;400;2;none;6 years;External;1 vehicle;Collision
Nov;4;Saturday;Urban;Friday;Dec;1;35923;Policy Holder;7;none;15 to 30;No;No;3 to 5;no change;1995;0;Toyota;Male;Married;48;Sedan;less than 20000;400;1;none;7 years;External;1 vehicle;Collision
Jun;2;Friday;Urban;Friday;Jun;2;13469;Policy Holder;11;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Pontiac;Male;Married;43;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Mar;3;Monday;Urban;Thursday;Mar;4;31815;Third Party;15;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Male;Married;51;Sedan;30000 to 39000;400;3;1;more than 7;External;1 vehicle;All Perils
Oct;1;Thursday;Urban;Friday;Nov;3;44518;Third Party;3;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Female;Married;33;Sedan;20000 to 29000;400;4;2 to 4;6 years;Internal;1 vehicle;Collision
May;2;Saturday;Rural;Monday;May;2;2308;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Single;28;Sedan;20000 to 29000;400;3;none;5 years;External;3 to 4;Collision
Jan;4;Friday;Urban;Monday;Jan;5;31096;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;36;Sedan;20000 to 29000;400;1;1;7 years;External;1 vehicle;All Perils
Dec;4;Wednesday;Urban;Wednesday;Dec;4;40231;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Male;Married;33;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Collision
Oct;4;Wednesday;Urban;Thursday;Oct;4;1207;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1995;0;Chevrolet;Male;Married;50;Sedan;30000 to 39000;400;4;1;more than 7;External;1 vehicle;All Perils
Nov;3;Tuesday;Urban;Wednesday;Nov;3;25812;Policy Holder;9;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Honda;Male;Married;58;Sedan;30000 to 39000;400;4;more than 4;more than 7;External;1 vehicle;Collision
Jul;3;Friday;Urban;Friday;Jul;3;9406;Policy Holder;2;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Ford;Male;Married;32;Sport;30000 to 39000;400;4;more than 4;6 years;External;1 vehicle;Liability
Aug;4;Friday;Urban;Monday;Aug;5;37984;Third Party;13;more than 30;more than 30;No;No;none;no change;1996;0;VW;Female;Married;28;Sport;30000 to 39000;400;3;1;5 years;External;1 vehicle;Liability
Sep;3;Thursday;Rural;Monday;Oct;1;12890;Third Party;6;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Pontiac;Male;Married;47;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;Collision
Jun;5;Thursday;Urban;Wednesday;Jul;2;19334;Policy Holder;14;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Mazda;Male;Married;35;Sedan;30000 to 39000;400;3;2 to 4;6 years;External;1 vehicle;Collision
May;4;Sunday;Urban;Monday;May;4;44580;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;62;Sedan;20000 to 29000;400;1;1;more than 7;External;1 vehicle;Collision
Aug;1;Monday;Urban;Wednesday;Dec;2;37564;Policy Holder;15;8 to 15;more than 30;No;No;none;no change;1994;0;Nisson;Male;Married;49;Sedan;30000 to 39000;400;2;1;more than 7;External;1 vehicle;All Perils
Jul;3;Saturday;Urban;Monday;Aug;1;42968;Policy Holder;9;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Mazda;Male;Married;27;Sport;20000 to 29000;400;1;more than 4;7 years;External;1 vehicle;Liability
May;1;Friday;Urban;Monday;May;2;3503;Policy Holder;9;more than 30;more than 30;No;No;more than 5;no change;1994;0;Chevrolet;Male;Married;39;Utility;more than 69000;400;4;2 to 4;5 years;External;1 vehicle;All Perils
Jan;5;Saturday;Urban;Thursday;Feb;2;25656;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1994;1;Chevrolet;Male;Married;35;Sedan;20000 to 29000;400;4;1;5 years;External;1 vehicle;All Perils
Apr;3;Wednesday;Urban;Monday;Apr;4;6218;Third Party;6;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Male;Married;47;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;All Perils
Nov;2;Wednesday;Urban;Friday;Nov;3;40731;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Single;29;Sport;more than 69000;400;3;2 to 4;6 years;External;1 vehicle;Collision
May;1;Monday;Urban;Tuesday;May;1;12359;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Single;31;Sedan;30000 to 39000;400;1;2 to 4;7 years;External;1 vehicle;Collision
Dec;1;Monday;Urban;Monday;Dec;1;3388;Policy Holder;4;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Chevrolet;Female;Single;27;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability
Mar;2;Saturday;Urban;Tuesday;Mar;3;1281;Third Party;13;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;30;Sport;20000 to 29000;400;2;1;6 years;External;1 vehicle;Liability
Feb;4;Sunday;Urban;Wednesday;Mar;1;24635;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;34;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Collision
Aug;4;Monday;Urban;Tuesday;Aug;4;5968;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Single;35;Sport;20000 to 29000;400;1;more than 4;6 years;External;1 vehicle;Liability
Dec;3;Tuesday;Rural;Tuesday;Dec;3;3432;Third Party;6;more than 30;more than 30;No;No;none;no change;1995;0;Toyota;Female;Married;31;Sedan;20000 to 29000;400;2;none;6 years;External;1 vehicle;Collision
Oct;2;Friday;Urban;Monday;Oct;2;609;Policy Holder;10;more than 30;more than 30;No;No;3 to 5;no change;1995;1;Saturn;Male;Married;60;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;All Perils
Mar;5;Thursday;Urban;Saturday;Apr;1;698;Policy Holder;3;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Female;Married;37;Sport;20000 to 29000;400;2;2 to 4;4 years;External;1 vehicle;Liability
Jan;4;Wednesday;Urban;Wednesday;Jan;4;45852;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;49;Sedan;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;Collision
Apr;2;Friday;Urban;Monday;Jul;1;15604;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;36;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability
Oct;2;Monday;Rural;Thursday;Jan;4;38415;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1996;0;Ford;Male;Single;24;Utility;more than 69000;400;3;none;4 years;External;1 vehicle;All Perils
Jan;2;Wednesday;Urban;Monday;Jan;4;522;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1994;1;Pontiac;Male;Married;29;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils
Oct;4;Sunday;Urban;Monday;Oct;4;3125;Third Party;7;more than 30;more than 30;No;No;none;4 to 8 years;1994;0;Pontiac;Male;Married;35;Sport;20000 to 29000;400;3;2 to 4;6 years;External;2 vehicles;Liability
Sep;1;Sunday;Rural;Wednesday;Sep;4;9591;Third Party;5;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Single;24;Sedan;20000 to 29000;400;4;1;5 years;External;1 vehicle;Collision
Dec;2;Monday;Urban;Friday;Dec;3;13592;Third Party;9;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Single;30;Sedan;20000 to 29000;400;2;1;7 years;External;1 vehicle;Collision
Jun;2;Wednesday;Urban;Monday;Jun;2;22223;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Single;33;Sedan;20000 to 29000;400;1;more than 4;6 years;External;1 vehicle;Collision
Mar;4;Wednesday;Urban;Thursday;Mar;4;43183;Policy Holder;6;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Single;40;Sport;less than 20000;400;4;1;7 years;External;1 vehicle;Liability
Dec;3;Monday;Urban;Monday;Dec;3;29817;Policy Holder;16;more than 30;more than 30;Yes;No;more than 5;no change;1995;0;Chevrolet;Male;Married;50;Sport;40000 to 59000;400;4;2 to 4;more than 7;External;1 vehicle;Liability
Jun;5;Thursday;Urban;Friday;Jul;5;10392;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1994;0;Chevrolet;Male;Single;33;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;Collision
Aug;1;Saturday;Rural;Thursday;Aug;3;21317;Policy Holder;7;more than 30;more than 30;Yes;No;more than 5;no change;1996;0;Honda;Male;Married;28;Sport;more than 69000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Jul;3;Wednesday;Urban;Tuesday;Jul;4;7040;Third Party;5;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;35;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;All Perils
Jan;1;Thursday;Urban;Thursday;Jan;2;21941;Third Party;8;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Single;0;Sedan;more than 69000;400;3;none;new;External;1 vehicle;All Perils
Aug;1;Friday;Urban;Monday;Aug;2;5597;Policy Holder;9;more than 30;more than 30;No;No;more than 5;no change;1995;0;Accura;Male;Married;36;Sedan;more than 69000;400;4;1;more than 7;External;1 vehicle;Collision
Jun;5;Thursday;Urban;Wednesday;Jul;2;10564;Third Party;15;more than 30;more than 30;No;No;more than 5;no change;1995;0;Toyota;Male;Married;39;Sport;20000 to 29000;400;3;none;7 years;External;1 vehicle;Liability
Mar;1;Wednesday;Urban;Monday;Mar;2;17961;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1994;1;Honda;Male;Single;0;Sedan;more than 69000;400;4;none;new;External;1 vehicle;All Perils
Oct;4;Thursday;Urban;Thursday;Oct;4;2367;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Single;30;Sport;20000 to 29000;400;2;2 to 4;4 years;External;1 vehicle;Liability
Feb;4;Monday;Urban;Monday;Feb;4;25344;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;42;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability
Dec;4;Tuesday;Urban;Thursday;Jan;2;23401;Policy Holder;4;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Male;Married;38;Sport;20000 to 29000;400;2;1;7 years;External;1 vehicle;Liability
Feb;4;Friday;Urban;Thursday;Mar;2;15996;Policy Holder;6;more than 30;more than 30;No;No;more than 5;no change;1994;1;Pontiac;Male;Married;66;Sedan;20000 to 29000;400;2;1;7 years;External;3 to 4;Collision
Mar;3;Wednesday;Urban;Monday;Mar;4;29574;Policy Holder;1;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Mazda;Male;Married;39;Sport;30000 to 39000;400;1;more than 4;7 years;External;1 vehicle;Liability
Sep;3;Saturday;Rural;Tuesday;Sep;4;20261;Policy Holder;6;more than 30;more than 30;No;No;none;4 to 8 years;1994;0;Chevrolet;Female;Married;48;Sedan;30000 to 39000;400;1;2 to 4;7 years;External;2 vehicles;Collision
Dec;4;Friday;Urban;Tuesday;Dec;4;6727;Policy Holder;12;more than 30;more than 30;Yes;No;more than 5;no change;1995;0;VW;Male;Married;54;Sedan;60000 to 69000;400;4;2 to 4;6 years;External;1 vehicle;Collision
Aug;1;Saturday;Urban;Wednesday;Aug;2;27079;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1994;0;VW;Female;Single;40;Sedan;more than 69000;400;2;2 to 4;6 years;External;1 vehicle;All Perils
Jan;4;Sunday;Urban;Tuesday;Jan;5;22570;Policy Holder;13;more than 30;more than 30;No;No;more than 5;no change;1994;0;Mazda;Male;Married;38;Sport;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Feb;4;Wednesday;Urban;Monday;Feb;4;48946;Policy Holder;12;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Mazda;Male;Single;34;Sedan;30000 to 39000;400;3;1;7 years;External;1 vehicle;All Perils
Oct;4;Friday;Urban;Monday;Nov;1;36776;Third Party;8;more than 30;more than 30;No;No;none;no change;1995;0;Toyota;Male;Single;28;Sport;20000 to 29000;400;1;1;6 years;External;1 vehicle;Liability
Apr;2;Tuesday;Rural;Tuesday;Apr;3;45155;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Female;Single;41;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;Collision
Jul;3;Monday;Urban;Wednesday;Jul;3;43393;Third Party;12;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;74;Sedan;more than 69000;400;1;none;5 years;External;1 vehicle;All Perils
Mar;5;Wednesday;Urban;Friday;Mar;5;31113;Third Party;5;more than 30;more than 30;No;No;more than 5;no change;1995;0;Ford;Female;Married;38;Sport;60000 to 69000;400;4;2 to 4;7 years;External;1 vehicle;Liability
May;3;Friday;Urban;Thursday;Jun;1;5107;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Male;Single;24;Sport;30000 to 39000;400;1;more than 4;5 years;External;1 vehicle;Liability
Jul;3;Monday;Urban;Tuesday;Jul;4;38743;Policy Holder;3;more than 30;more than 30;No;No;more than 5;no change;1995;0;Ford;Male;Married;36;Sedan;more than 69000;400;4;none;7 years;External;1 vehicle;All Perils
Jun;4;Monday;Urban;Tuesday;Jun;5;27639;Policy Holder;11;more than 30;more than 30;No;No;more than 5;no change;1994;0;Accura;Male;Married;43;Sport;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Aug;3;Monday;Urban;Wednesday;Aug;3;40534;Policy Holder;14;more than 30;more than 30;No;No;1 to 2;no change;1994;1;Pontiac;Male;Single;22;Sedan;20000 to 29000;400;4;1;5 years;External;1 vehicle;All Perils
Feb;2;Wednesday;Urban;Wednesday;Feb;2;42936;Policy Holder;4;more than 30;more than 30;No;No;more than 5;no change;1994;0;Mazda;Female;Married;49;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;Collision
Apr;2;Friday;Urban;Monday;Apr;2;26006;Third Party;5;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Toyota;Male;Married;42;Sedan;less than 20000;400;3;none;7 years;External;1 vehicle;Collision
May;4;Monday;Rural;Tuesday;May;4;14203;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Male;Married;60;Sedan;30000 to 39000;400;1;1;more than 7;External;1 vehicle;Collision
Feb;4;Thursday;Urban;Friday;Feb;4;9702;Third Party;7;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Single;29;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision
May;3;Monday;Urban;Monday;May;3;20529;Policy Holder;5;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Chevrolet;Male;Single;33;Sport;30000 to 39000;400;2;2 to 4;7 years;External;1 vehicle;Liability
Apr;4;Saturday;Urban;Wednesday;Apr;4;21408;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Male;Married;26;Sedan;40000 to 59000;400;2;none;6 years;External;1 vehicle;All Perils
Nov;4;Monday;Rural;Friday;Jan;2;40581;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1996;0;Ford;Male;Married;41;Sedan;30000 to 39000;400;1;none;more than 7;External;1 vehicle;Collision
Mar;4;Thursday;Urban;Friday;Mar;4;13572;Policy Holder;9;more than 30;more than 30;No;No;more than 5;no change;1995;0;Chevrolet;Female;Single;32;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Jun;1;Sunday;Urban;Tuesday;Jun;2;30843;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Single;28;Sedan;30000 to 39000;400;2;more than 4;6 years;External;1 vehicle;Collision
Jun;1;Friday;Urban;Friday;Jun;3;38001;Policy Holder;5;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Toyota;Male;Married;60;Sedan;20000 to 29000;400;2;1;more than 7;External;1 vehicle;All Perils
Nov;4;Friday;Urban;Tuesday;Dec;4;16563;Policy Holder;8;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Male;Married;27;Sedan;20000 to 29000;400;1;none;6 years;External;1 vehicle;All Perils
Sep;2;Friday;Urban;Monday;Sep;2;45136;Third Party;4;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;54;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;Collision
Nov;5;Wednesday;Urban;Thursday;Dec;3;10048;Third Party;1;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Pontiac;Male;Married;43;Sedan;less than 20000;400;3;1;more than 7;External;1 vehicle;Collision
Sep;3;Wednesday;Urban;Thursday;Oct;1;27543;Policy Holder;11;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Male;Married;68;Utility;40000 to 59000;400;1;1;more than 7;External;1 vehicle;All Perils
Apr;4;Thursday;Urban;Monday;May;1;20414;Third Party;14;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;33;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;Collision
Mar;3;Sunday;Urban;Thursday;Apr;1;45233;Policy Holder;9;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Accura;Male;Single;30;Sport;more than 69000;400;1;more than 4;7 years;External;1 vehicle;Liability
Nov;1;Saturday;Urban;Thursday;Nov;3;24663;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1995;0;Toyota;Male;Married;42;Sedan;20000 to 29000;400;1;none;7 years;External;1 vehicle;Collision
Sep;1;Friday;Urban;Wednesday;Sep;2;25771;Policy Holder;7;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Accura;Male;Married;32;Sedan;30000 to 39000;400;4;2 to 4;7 years;External;3 to 4;All Perils
Dec;1;Thursday;Urban;Tuesday;Dec;3;40394;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Single;25;Sport;30000 to 39000;400;2;2 to 4;5 years;External;1 vehicle;Liability
Dec;1;Saturday;Urban;Monday;Dec;1;14736;Third Party;12;more than 30;more than 30;No;No;none;no change;1994;0;Saab;Male;Married;31;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;All Perils
Nov;2;Monday;Urban;Tuesday;Nov;3;3269;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1995;0;Accura;Male;Single;47;Utility;more than 69000;400;1;none;7 years;External;1 vehicle;All Perils
Oct;2;Friday;Urban;Tuesday;Oct;2;21559;Third Party;15;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Married;50;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;All Perils
Oct;5;Tuesday;Urban;Thursday;Nov;1;34462;Policy Holder;14;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Chevrolet;Male;Married;37;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision
Mar;4;Thursday;Urban;Friday;Apr;1;19461;Policy Holder;10;more than 30;more than 30;No;No;3 to 5;no change;1994;1;Chevrolet;Male;Married;52;Sedan;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;Collision
Oct;1;Sunday;Urban;Monday;Oct;2;27403;Policy Holder;3;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Mercury;Female;Single;28;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;All Perils
Jul;3;Monday;Rural;Wednesday;Jul;3;2107;Policy Holder;15;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Married;56;Sedan;less than 20000;400;1;none;7 years;External;1 vehicle;All Perils
Dec;3;Friday;Urban;Saturday;Dec;3;14234;Policy Holder;5;more than 30;more than 30;No;No;1 to 2;4 to 8 years;1994;0;Dodge;Male;Married;28;Sport;more than 69000;400;1;none;7 years;External;2 vehicles;Liability
Nov;5;Sunday;Urban;Monday;Dec;2;7127;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;29;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;All Perils
May;2;Saturday;Rural;Tuesday;May;2;48215;Policy Holder;6;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Honda;Male;Single;69;Sedan;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;All Perils
Jan;2;Saturday;Urban;Tuesday;Jan;3;24459;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Single;23;Sedan;20000 to 29000;400;4;2 to 4;4 years;External;1 vehicle;Collision
May;4;Sunday;Rural;Wednesday;May;4;46672;Third Party;6;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Married;45;Sport;more than 69000;400;4;none;7 years;External;1 vehicle;Collision
Nov;4;Saturday;Urban;Wednesday;Dec;2;48293;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;43;Sport;30000 to 39000;400;4;1;7 years;External;1 vehicle;Liability
Dec;4;Sunday;Urban;Wednesday;Jan;2;34712;Policy Holder;15;more than 30;more than 30;No;No;more than 5;2 to 3 years;1994;0;Pontiac;Male;Married;35;Sedan;20000 to 29000;500;1;2 to 4;6 years;External;1 vehicle;Collision
Mar;4;Thursday;Urban;Monday;Mar;5;18341;Third Party;5;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;61;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Collision
Nov;2;Tuesday;Urban;Tuesday;Nov;2;20652;Policy Holder;12;more than 30;more than 30;No;No;none;4 to 8 years;1994;0;Mazda;Male;Married;43;Sport;30000 to 39000;700;3;1;more than 7;External;2 vehicles;Liability
Sep;4;Saturday;Urban;Monday;Sep;4;19688;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;34;Sport;20000 to 29000;400;4;more than 4;6 years;External;1 vehicle;Liability
Apr;2;Friday;Urban;Wednesday;May;1;24428;Policy Holder;13;more than 30;more than 30;No;No;1 to 2;no change;1996;1;Chevrolet;Male;Married;64;Sport;20000 to 29000;400;2;more than 4;more than 7;External;1 vehicle;Liability
Jan;4;Saturday;Urban;Wednesday;Jan;4;18682;Policy Holder;3;more than 30;more than 30;No;No;3 to 5;4 to 8 years;1996;0;Mazda;Male;Single;32;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;2 vehicles;Collision
Nov;1;Tuesday;Urban;Thursday;Nov;1;40238;Third Party;4;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Single;25;Sedan;20000 to 29000;400;1;2 to 4;5 years;External;1 vehicle;All Perils
Mar;5;Thursday;Urban;Tuesday;Apr;1;28502;Third Party;11;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Single;28;Sedan;20000 to 29000;400;1;1;5 years;External;1 vehicle;Collision
Jul;2;Wednesday;Urban;Thursday;Jul;4;11670;Third Party;4;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Male;Married;44;Sedan;20000 to 29000;400;2;1;more than 7;External;1 vehicle;All Perils
Jan;2;Monday;Urban;Thursday;Jan;2;36097;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;63;Sedan;30000 to 39000;400;4;none;more than 7;External;1 vehicle;All Perils
Jul;3;Thursday;Urban;Friday;Jul;4;38768;Third Party;7;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Single;29;Sedan;more than 69000;400;1;none;7 years;External;1 vehicle;Collision
Jul;4;Saturday;Urban;Monday;Aug;4;15051;Policy Holder;13;more than 30;more than 30;No;No;none;no change;1995;0;Toyota;Male;Married;52;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;Collision
Mar;4;Sunday;Urban;Friday;Apr;2;5070;Policy Holder;12;more than 30;more than 30;No;No;more than 5;no change;1994;0;Toyota;Male;Married;51;Sedan;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;Collision
Jul;1;Wednesday;Urban;Thursday;Jul;2;32753;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Female;Single;28;Sedan;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Collision
Oct;2;Monday;Urban;Thursday;Oct;2;30505;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Female;Single;28;Sport;20000 to 29000;400;1;more than 4;6 years;External;1 vehicle;Liability
Feb;1;Saturday;Urban;Monday;Feb;2;38328;Policy Holder;6;more than 30;more than 30;No;No;more than 5;no change;1994;1;Chevrolet;Male;Married;43;Sedan;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;All Perils
Sep;3;Saturday;Rural;Thursday;Sep;5;45400;Third Party;9;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;58;Sedan;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils
Jul;1;Tuesday;Urban;Thursday;Jul;2;2694;Third Party;11;more than 30;more than 30;No;No;1 to 2;1 year;1996;0;Toyota;Male;Married;29;Sedan;less than 20000;400;1;2 to 4;7 years;External;1 vehicle;All Perils
Jun;3;Sunday;Urban;Monday;Jun;3;20069;Third Party;10;more than 30;more than 30;No;No;more than 5;no change;1996;0;Ford;Male;Married;30;Sport;40000 to 59000;400;3;2 to 4;7 years;Internal;1 vehicle;Liability
